full_address_or_zip_code,zipcode,date_of_sale,sale_year,zone,cats_allowed,dogs_allowed,coop_condo,garage_exists,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms,dining_room_type,fuel_type,kitchen_type,community_district_num,approx_year_built,sq_footage,walk_score,maintenance_cost,parking_charges,sale_price
"73-12 35th Ave,  Jackson Heights NY, 11372",11372,,,9.0,1,1,1,0,2,6.0,2,0,4,4.0,4.0,4.0,30.0,1940.0,1217.0,97,801.0,0,
"73-12 35th Ave,  Jackson Heights NY, 11372",11372,,,9.0,1,1,1,0,3,6.0,2,0,5,5.0,4.0,4.0,30.0,1940.0,1518.0,97,1788.0,0,
"73-12 35th Ave,  Jackson Heights NY, 11372",11372,,,9.0,1,1,1,0,1,6.0,1,0,3,4.0,4.0,5.0,30.0,1940.0,,97,697.0,0,
"73-13 255th St,  Glen Oaks NY, 11004",11004,,,7.0,1,1,1,0,2,2.0,1,0,4,3.0,3.0,2.0,26.0,1950.0,651.0,77,673.0,0,
"73-20 Austin St,  Forest Hills NY, 11375",11375,,,6.0,1,1,1,0,1,6.0,1,0,3,,1.0,4.0,28.0,1938.0,,98,750.0,0,
"73-43 260th St,  Glen Oaks NY, 11004",11004,,,7.0,1,1,1,0,2,2.0,1,0,4,3.0,3.0,4.0,26.0,1950.0,721.0,72,702.0,0,
"73-56 Springfield Blvd, Bayside NY, 11364",11364,,,1.0,1,1,1,0,2,2.0,1,0,4,3.0,3.0,4.0,26.0,1950.0,,65,734.0,0,
"74-02 43rd Ave,  Woodside NY, 11377",11377,,,9.0,1,1,1,0,1,3.0,1,0,3,,3.0,2.0,24.0,1962.0,600.0,94,470.0,120,
"74-02 43rd Ave.,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,0,7.0,1,0,2,4.0,3.0,2.0,24.0,1965.0,430.0,94,408.0,0,
"74-08 255th St,  Glen Oaks NY, 11004",11004,,,7.0,0,0,1,0,2,2.0,1,0,4,3.0,1.0,2.0,26.0,1947.0,,84,630.0,0,
"74-45 Yellowston Blvd,  Rego Park NY, 11374",11374,,,6.0,0,0,1,0,1,,1,0,3,5.0,3.0,4.0,28.0,1955.0,450.0,88,,0,
"74-47 220th St,  Oakland Gardens NY, 11364",11364,,,1.0,0,0,1,0,2,,1,0,5,,,,26.0,,,70,,0,
"75-02 Austin St,  Forest Hills NY, 11375",11375,,,6.0,0,0,1,1,1,6.0,1,0,3,3.0,1.0,5.0,28.0,1952.0,,98,505.0,190,
"75-08 Bell Blvd,  Bayside NY, 11364",11364,,,1.0,0,0,1,0,1,6.0,1,0,4,3.0,3.0,4.0,26.0,1955.0,,76,509.0,0,
"75-20 113 St, Forest Hills, NY 11375",11375,,,6.0,1,0,1,0,0,2.0,1,0,1,,3.0,4.0,28.0,1950.0,380.0,94,475.0,0,
"75-26 255th St,  Glen Oaks NY, 11004",11004,,,7.0,1,1,1,0,2,2.0,1,0,4,3.0,3.0,4.0,26.0,1950.0,766.0,90,722.0,0,
"75-40 Austin St,  Forest Hills NY, 11375",11375,,,6.0,1,1,1,0,1,6.0,1,0,3,4.0,1.0,4.0,28.0,1940.0,,95,615.0,0,
"76-12 35th Avenue Ave,  Jackson Heights NY, 11372",11372,,,9.0,0,0,1,0,1,,1,0,3,5.0,3.0,4.0,30.0,1940.0,,98,,0,
"76-26 47th Ave,  Elmhurst NY, 11373",11373,,,9.0,1,1,2,0,2,3.0,1,0,4,5.0,3.0,4.0,24.0,1980.0,900.0,92,350.0,0,
"77-05 247th st, Bellerose NY, 11426",11426,,,7.0,1,1,1,0,1,2.0,1,0,3,3.0,3.0,4.0,26.0,1949.0,585.0,83,529.0,0,
"77-10 Ditmars Blvd,  Astoria NY, 11103",11103,,,5.0,0,0,2,0,1,,1,0,4,3.0,1.0,2.0,30.0,1940.0,,98,499.0,0,
"77-12 35 Ave,  Jackson Heights NY, 11372",11372,,,9.0,1,1,1,0,2,,1,0,4,4.0,3.0,4.0,30.0,1937.0,1000.0,99,928.0,0,
"77-12 35 Ave,  Jackson Heights NY, 11372",11372,,,9.0,0,0,1,0,3,,2,0,5,,,4.0,30.0,1937.0,1350.0,99,,0,
"77-15 113th St,  Forest Hills NY, 11375",11375,,,6.0,0,0,1,0,1,6.0,1,0,3,3.0,1.0,2.0,28.0,1939.0,800.0,90,701.0,0,
"77-15 113th St,  Forest Hills NY, 11375",11375,,,6.0,0,0,1,0,1,6.0,1,0,3,5.0,1.0,2.0,28.0,1938.0,,90,864.0,0,
"77-16 Austin St,  Forest Hills NY, 11375",11375,,,6.0,0,0,1,0,2,,1,0,5,3.0,3.0,4.0,28.0,1932.0,,92,879.0,0,
"77-42 Main Street,  Kew Garden Hills NY, 11367",11367,,,3.0,1,1,1,0,2,,1,0,5,,,2.0,25.0,1950.0,750.0,89,778.0,0,
"78-06 153rd Ave,  Howard Beach NY, 11414",11414,,,8.0,0,0,2,0,1,2.0,1,0,4,3.0,3.0,4.0,27.0,1977.0,,73,310.0,0,
"78-07 Springfield Blvd, Bayside NY, 11364",11364,,,1.0,1,1,1,0,2,,1,0,5,,3.0,2.0,26.0,1950.0,,64,841.0,75,
"78-10 34th Ave,  Jackson Heights NY, 11372",11372,,,9.0,1,1,1,0,2,,2,0,5,3.0,3.0,4.0,30.0,1939.0,,98,1178.0,0,
"78-11 35th Ave,  Jackson Heights NY, 11372",11372,,,9.0,1,1,1,0,1,6.0,1,0,3,3.0,1.0,4.0,30.0,1939.0,,96,674.0,0,
"78-14 Austin St,  Forest Hills NY, 11375",11375,,,6.0,0,0,1,0,1,6.0,1,0,3,3.0,1.0,4.0,28.0,1929.0,,92,683.0,0,
"78-26 226 St., Bayside, NY 11364",11364,,,1.0,1,1,1,0,2,2.0,1,0,5,,3.0,2.0,26.0,1950.0,,60,844.0,0,
"79-16 Main St,  Kew Garden Hills NY, 11367",11367,,,3.0,0,0,1,0,3,,1,0,4,3.0,1.0,2.0,25.0,1955.0,,90,854.0,0,
"80-21 156th Ave,  Howard Beach NY, 11414",11414,,,8.0,1,1,1,0,1,2.0,1,0,3,3.0,1.0,2.0,27.0,1950.0,590.0,68,663.0,0,
"80-35 Springfield Blvd, Queens Village NY, 11427",11427,,,7.0,1,0,1,0,1,6.0,1,1,4,3.0,3.0,2.0,26.0,1956.0,235.0,65,756.0,0,
"80-35 Springfield Blvd., Bayside, NY 11364",11364,,,1.0,0,0,1,0,1,6.0,1,0,4,3.0,3.0,2.0,26.0,1956.0,850.0,79,741.0,0,
"81-11 45 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,2,10.0,2,0,6,5.0,1.0,4.0,24.0,1950.0,1200.0,97,1116.0,0,
"81-45 268th St,  Floral Park NY, 11004",11004,,,7.0,1,1,1,0,0,,1,0,3,,1.0,4.0,,1955.0,,79,616.0,0,
"82-01 Britton Ave, Elmhurst NY 11373",11373,,,9.0,0,0,2,0,3,,1,0,6,5.0,3.0,2.0,24.0,1939.0,950.0,98,,0,
"82-40 Austin St,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,1,7.0,1,0,3,3.0,1.0,2.0,28.0,1950.0,700.0,90,540.0,0,
"83-05 98 St,  Woodhaven NY, 11421",11421,,,8.0,1,0,1,0,2,6.0,1,0,4,4.0,1.0,4.0,24.0,1967.0,,78,493.0,0,
"83-05 98 St,  Woodhaven NY, 11421",11421,,,8.0,1,0,1,0,2,6.0,1,0,4,4.0,1.0,4.0,24.0,1967.0,,78,493.0,0,
"83-05 98th St,  Woodhaven NY, 11421",11421,,,8.0,0,0,1,1,2,6.0,1,0,5,,1.0,4.0,24.0,1954.0,,78,546.0,35,
"83-06 Veitor Ave, Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,0,,1,0,3,3.0,5.0,5.0,24.0,1950.0,500.0,98,480.0,0,
"83-10 35 Ave,  Jackson Heights NY, 11372",11372,,,9.0,0,0,1,0,2,6.0,1,0,4,4.0,3.0,4.0,30.0,1950.0,,98,932.0,0,
"83-15 98th st, Woodhaven NY, 11421",11421,,,8.0,0,0,1,0,2,1.0,1,0,4,3.0,3.0,4.0,24.0,1955.0,,78,563.0,0,
"83-33 Austin St,  Kew Gardens NY, 11415",11415,,,8.0,1,1,1,0,1,6.0,1,0,3,,3.0,2.0,28.0,1939.0,950.0,92,834.0,145,
"83-33 Austin Street,  Kew Gardens NY, 11415",11415,,,8.0,1,1,1,0,2,6.0,1,0,4,5.0,1.0,4.0,28.0,1950.0,1000.0,92,959.0,140,
"83-40 Austin St,  Kew Gardens NY, 11415",11415,,,8.0,1,0,1,0,1,1.0,1,0,3,3.0,1.0,4.0,28.0,1950.0,700.0,92,745.0,110,
"83-40 Austin St,  Kew Gardens NY, 11415",11415,,,8.0,1,0,1,0,1,7.0,1,0,3,,3.0,4.0,28.0,1956.0,,92,784.0,0,
"83-44 Lefferts Blvd,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,2,,1,2,4,3.0,1.0,4.0,28.0,1932.0,,91,,0,
"83-52 Talbot Ave,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,0,6.0,1,0,3,,1.0,2.0,28.0,1945.0,,92,652.0,0,
"83-52 Talbot St,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,1,6.0,1,0,3,4.0,1.0,4.0,28.0,1929.0,,92,864.0,0,
"83-55 Lefferts Blvd,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,1,6.0,1,0,2,4.0,4.0,5.0,28.0,1922.0,,91,674.0,0,
"83-60 Vietor Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,7.0,1,0,3,3.0,5.0,5.0,24.0,1956.0,508.0,94,375.0,0,
"83-71 116th St,  Kew Gardens NY, 11415",11415,,,8.0,0,0,2,0,1,,1,0,3,3.0,3.0,5.0,27.0,2004.0,,87,,0,
"83-71 116th St,  Kew Gardens NY, 11415",11415,,,8.0,0,0,2,1,2,2.0,1,1,4,,3.0,4.0,28.0,2004.0,1000.0,87,,0,
"83-75 Woodhaven Blvd,  Woodhaven NY, 11421",11421,,,8.0,0,0,1,1,2,6.0,1,0,5,3.0,3.0,4.0,24.0,1954.0,,73,685.0,0,
"83-80 118 St,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,1,,1,0,2,5.0,1.0,2.0,23.0,1950.0,600.0,90,527.0,0,
"83-80 A 118th St,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,1,6.0,1,0,4,5.0,1.0,4.0,28.0,1931.0,,90,978.0,0,
"84-01 Main St,  Briarwood NY, 11435",11435,,,4.0,0,0,1,0,1,7.0,1,0,3,5.0,1.0,2.0,28.0,1960.0,800.0,82,817.0,0,
"84-01 Main St,  Briarwood NY, 11435",11435,,,4.0,1,1,1,0,2,,1,0,5,3.0,,4.0,28.0,1956.0,,82,933.0,75,
"84-01 Main St, Briarwood NY, 11435",11435,,,4.0,0,0,1,0,1,7.0,1,0,3,5.0,1.0,2.0,28.0,1960.0,800.0,82,817.0,0,
"84-01 Main Street,  Briarwood NY, 11435",11435,,,4.0,1,1,1,0,2,7.0,1,0,5,5.0,3.0,4.0,28.0,1956.0,1200.0,82,983.0,90,
"84-10 101 St, Richmond Hill N. NY, 11418",11418,,,8.0,1,1,2,1,2,4.0,1,1,4,3.0,5.0,5.0,22.0,,,81,,0,
"84-12 35th Ave, Jackson Heights NY, 11372",11372,,,9.0,0,0,1,0,2,6.0,1,0,4,3.0,3.0,4.0,24.0,1930.0,1000.0,98,789.0,0,
"84-20 153rd Ave,  Howard Beach NY, 11414",11414,,,8.0,1,0,1,0,2,6.0,2,0,5,5.0,3.0,2.0,27.0,1965.0,,76,1054.0,70,
"84-20 51 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,1,0,6.0,1,1,3,5.0,1.0,2.0,29.0,1962.0,525.0,98,442.0,0,
"84-20 51 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,6.0,1,0,3,3.0,1.0,4.0,29.0,1962.0,750.0,98,790.0,0,
"84-25 Elmhurst Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,2,0,2,6.0,1,0,4,3.0,3.0,2.0,24.0,1954.0,952.0,94,,0,
"84-31 Van Wyck Expy,  Briarwood NY, 11435",11435,,,4.0,0,0,1,1,2,,1,0,5,5.0,3.0,4.0,28.0,1959.0,,93,805.0,0,
"84-40 153rd Ave,  Howard Beach NY, 11414",11414,,,8.0,0,0,1,0,2,6.0,2,0,5,5.0,3.0,2.0,27.0,1960.0,,77,1071.0,0,
"84-49 168 St,  Jamaica Hills NY, 11432",11432,,,4.0,1,1,1,1,1,6.0,1,0,6,5.0,3.0,5.0,28.0,1939.0,900.0,85,914.0,0,
"84-49 168 St,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,1,,1,0,3,4.0,3.0,4.0,29.0,1950.0,,85,929.0,0,
"84-49 168 St, Jamaica Estates NY, 11432",11432,,,4.0,1,1,1,1,1,6.0,1,0,4,5.0,3.0,2.0,28.0,1920.0,900.0,85,,50,
"84-49 168th St,  Jamaica Hills NY, 11432",11432,,,4.0,0,0,1,0,1,6.0,1,0,4,5.0,,2.0,29.0,1939.0,,85,910.0,0,
"84-50 169 St, Jamaica Hills NY, 11432",11432,,,4.0,1,1,1,0,2,6.0,1,0,4,3.0,1.0,5.0,29.0,1950.0,,83,765.0,90,
"84-50 169 Street,  Jamaica NY, 11432",11432,,,4.0,1,1,1,1,1,6.0,1,0,3,3.0,3.0,2.0,29.0,1953.0,,83,609.0,0,
"84-50 169th St,  Jamaica Estates NY, 11432",11432,,,4.0,1,1,1,1,0,6.0,1,0,3,3.0,3.0,5.0,28.0,1954.0,,83,461.0,85,
"84-51 Beverly Rd,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,1,,1,0,3,5.0,,4.0,28.0,1941.0,950.0,93,917.0,0,
"84-51 Beverly Rd,  Kew Gardens NY, 11415",11415,,,8.0,1,1,1,0,1,1.0,1,0,4,3.0,1.0,4.0,28.0,1941.0,,93,829.0,0,
"84-55 Daniels St,  Briarwood NY, 11435",11435,,,4.0,0,0,1,0,1,1.0,1,0,2,,1.0,4.0,28.0,1952.0,,75,393.0,0,
"84-70 129 St,  Kew Gardens NY, 11415",11415,,,8.0,1,0,1,0,2,7.0,1,0,4,3.0,1.0,4.0,28.0,1950.0,1100.0,90,720.0,0,
"84-70 129 St,  Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,1,6.0,1,0,3,3.0,3.0,2.0,28.0,1969.0,650.0,90,602.0,0,
"84-70 129th Street, Kew Gardens NY, 11415",11415,,,8.0,0,0,1,0,2,,2,0,6,3.0,3.0,5.0,28.0,1969.0,,90,960.0,0,
"85-10 151 Ave,  Howard Beach NY, 11414",11414,,,8.0,0,0,1,0,0,,1,0,2,,1.0,4.0,27.0,1960.0,,77,516.0,50,
"85-10 Elmhurst Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,2,0,2,,2,0,5,3.0,3.0,4.0,25.0,2012.0,1096.0,96,,0,
"85-10 Elmhurst Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,2,0,3,,2,0,7,5.0,3.0,4.0,25.0,2012.0,1386.0,96,,0,
"85-11 34th Ave,  Jackson Heights NY, 11372",11372,,,9.0,0,0,2,0,1,6.0,1,0,5,5.0,1.0,4.0,24.0,1951.0,706.0,95,,0,
"86-03 102nd Street,  Richmond Hill N. NY, 11418",11418,,,8.0,0,0,1,0,1,6.0,1,0,3,3.0,1.0,4.0,28.0,1925.0,,88,647.0,0,
"86-05 60 Road,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,,1,0,3,3.0,3.0,2.0,30.0,1964.0,,85,,0,
"86-05 60th Rd,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,2,1.0,1,0,4,3.0,1.0,5.0,24.0,1960.0,825.0,85,842.0,0,
"86-05 60th Rd, Elmhurst NY, 11373",11373,,,9.0,0,0,1,1,1,6.0,1,0,3,3.0,1.0,2.0,24.0,1964.0,800.0,85,685.0,0,
"86-10 151 Ave,  Howard Beach NY, 11414",11414,,,8.0,1,0,1,0,3,6.0,2,0,6,5.0,1.0,4.0,27.0,1966.0,,77,1127.0,30,
"86-10 34 Ave,  Jackson Heights NY, 11372",11372,,,9.0,1,1,1,0,1,6.0,1,0,4,3.0,1.0,2.0,30.0,1937.0,875.0,97,575.0,0,
"86-11 34th Ave,  Jackson Heights NY, 11372",11372,,,9.0,0,0,1,0,2,6.0,1,0,4,,3.0,4.0,30.0,1951.0,850.0,95,804.0,0,
"86-12 231 St,  Queens Village NY, 11427",11427,,,7.0,1,0,1,0,2,1.0,1,0,4,5.0,3.0,5.0,26.0,1955.0,,76,644.0,0,
"8615 Dongan Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,,1,0,3,3.0,3.0,4.0,24.0,,,97,,0,
"86-16 60 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,,1,0,3,5.0,3.0,4.0,28.0,1960.0,,85,,0,
"8616 60th Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,2,,2,0,5,,3.0,2.0,24.0,1963.0,,85,998.0,130,
"8616 60th Ave, Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,7.0,1,0,3,3.0,3.0,2.0,24.0,1963.0,,85,546.0,130,
"86-16 N 60 Ave Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,1,0,,1,0,3,5.0,3.0,4.0,24.0,1960.0,575.0,85,500.0,0,
"87 16 Homelawen St,  Jamaica Estates NY, 11432",11432,,,4.0,0,0,1,0,1,4.0,1,0,3,,1.0,4.0,31.0,1927.0,,92,631.0,0,
"87-08 Justice Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,2,0,0,1.0,1,0,0,,3.0,1.0,24.0,1986.0,,97,,0,
"87-10 149th Ave,  Howard Beach NY, 11414",11414,,,8.0,1,0,2,0,2,6.0,2,0,5,5.0,3.0,4.0,27.0,1969.0,1200.0,77,,25,
"87-10 34 Ave,  Jackson Heights NY, 11372",11372,,,9.0,0,0,1,0,2,6.0,1,0,5,3.0,3.0,4.0,30.0,1950.0,,94,890.0,0,
"87-15 165 St,  Jamaica Estates NY, 11432",11432,,,4.0,0,0,1,0,0,7.0,1,0,2,,3.0,4.0,14.0,1958.0,,97,575.0,0,
"87-15 165 St,  Jamaica Hills NY, 11432",11432,,,4.0,0,0,1,0,1,,1,0,4,3.0,3.0,2.0,28.0,1950.0,,97,877.0,0,
"87-40 Francis Lewis Blvd,  Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,7.0,1,0,4,5.0,1.0,2.0,15.0,1950.0,,76,733.0,0,
"87-46 Chelsea St,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,2,7.0,1,0,4,4.0,3.0,4.0,29.0,1963.0,,83,677.0,0,
"87-46 Chelsea St,  Jamaica Estates NY, 11432",11432,,,4.0,0,0,1,0,1,7.0,1,0,5,5.0,3.0,4.0,29.0,1950.0,,83,,0,
"88-08 151 Ave, Howard Beach NY, 11414",11414,,,8.0,1,0,1,0,3,,2,0,5,3.0,1.0,2.0,28.0,1962.0,,77,,25,
"88-20 Parsons Blvd,  Jamaica NY, 11432",11432,,,4.0,0,0,2,1,2,7.0,2,0,7,5.0,3.0,5.0,29.0,2007.0,1550.0,97,,0,
"88-30 182nd St,  Hollis NY, 11423",11423,,,4.0,0,0,1,0,1,6.0,1,0,4,4.0,3.0,4.0,27.0,1955.0,650.0,85,767.0,0,
"89-00 170 St,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,0,12.0,1,0,3,,1.0,2.0,28.0,1950.0,,28,439.0,0,
"89-00 170 St,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,2,12.0,1,0,5,3.0,3.0,4.0,12.0,1959.0,800.0,97,,0,
"89-00 170 St,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,1,12.0,1,0,3,,1.0,2.0,29.0,1964.0,,97,810.0,0,
"89-00 170 St,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,0,1.0,1,0,2,,1.0,2.0,29.0,1950.0,,97,461.0,0,
"89-01 Shore Pky,  Howard Beach NY, 11414",11414,,,8.0,1,1,1,0,2,1.0,1,0,5,5.0,3.0,2.0,27.0,1960.0,,72,848.0,0,
"89-10 35 Avenue,  Jackson Heights NY, 11372",11372,,,9.0,0,0,1,0,1,6.0,1,0,3,3.0,1.0,4.0,30.0,1931.0,1000.0,96,528.0,0,
"89-15 Persons Blvd,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,1,,1,0,4,,3.0,4.0,28.0,1935.0,,98,,0,
"90-06 153rd Ave,  Howard Beach NY, 11414",11414,,,8.0,0,0,1,0,2,2.0,2,0,5,5.0,3.0,2.0,27.0,1950.0,,78,720.0,0,
"90-11 35 Ave, Jackson Heights NY, 11372",11372,,,9.0,1,0,1,0,0,,1,0,2,,3.0,2.0,30.0,1950.0,500.0,96,465.0,0,
"9011 Northern Blvd,  Jackson Heights NY, 11372",11372,,,9.0,1,0,1,0,1,,1,0,4,5.0,3.0,2.0,30.0,1952.0,,94,,45,
"90-11 Northern Blvd,  Jackson Heights NY, 11372",11372,,,9.0,1,0,1,1,2,6.0,1,0,4,4.0,3.0,4.0,30.0,1951.0,,94,680.0,45,
"90-14 157th Ave,  Howard Beach NY, 11414",11414,,,8.0,0,0,1,1,3,,3,0,7,5.0,3.0,4.0,27.0,1950.0,,85,,0,
"9014 51 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,2,1,2,,2,0,6,5.0,3.0,4.0,24.0,2016.0,892.0,84,,0,
"90-41 53rd Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,2,0,2,4.0,1,0,5,3.0,3.0,4.0,24.0,1990.0,,87,,0,
"9-05 166th St,  Beechhurst NY, 11357",11357,,,2.0,1,0,1,0,1,9.0,1,0,3,3.0,1.0,5.0,25.0,1958.0,890.0,44,872.0,60,
"92-29 Queens Blvd,  Rego Park NY, 11374",11374,,,6.0,0,0,2,0,2,16.0,2,0,5,5.0,,2.0,28.0,1987.0,870.0,96,,0,
"92-29 Queens Blvd,  Rego Park NY, 11374",11374,,,6.0,0,0,2,0,2,20.0,2,0,6,3.0,3.0,4.0,28.0,1987.0,881.0,96,,0,
"92-29 Queens Blvd,  Rego Park NY, 11374",11374,,,6.0,0,0,2,0,2,,2,0,4,5.0,3.0,5.0,28.0,1989.0,,96,,0,
"92-29 Queens Blvd,  Rego Park NY, 11374",11374,,,6.0,0,0,2,0,2,20.0,2,0,6,3.0,3.0,4.0,28.0,1987.0,881.0,96,,0,
"92-29 Queens Blvd, Rego Park NY, 11374",11374,,,6.0,0,0,2,0,2,,2,0,4,3.0,5.0,4.0,28.0,1987.0,,96,,0,
"92-30 56 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,,1,0,4,3.0,,4.0,24.0,1962.0,800.0,95,643.0,0,
"92-30 56 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,1,7.0,1,0,4,3.0,1.0,2.0,24.0,1945.0,875.0,95,636.0,0,
"94-11 59 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,1,0,,1,0,2,3.0,1.0,2.0,24.0,1959.0,,96,415.0,0,
"94-11 59th Ave,  Elmhurst NY, 11373",11373,,,9.0,1,1,1,0,2,7.0,1,0,6,3.0,3.0,4.0,24.0,1964.0,1000.0,96,720.0,0,
"9411 59th Ave, Elmhurst NY, 11373",11373,,,9.0,1,1,1,0,2,7.0,1,0,5,4.0,3.0,4.0,24.0,1964.0,900.0,96,655.0,170,
"94-22 55 Ave, Elmhurst NY, 11373",11373,,,9.0,0,0,2,0,2,,2,0,5,4.0,3.0,2.0,24.0,1990.0,,94,,0,
"9431 59 Ave,  Elmhurst NY, 11373",11373,,,9.0,0,0,1,0,2,7.0,1,0,4,,1.0,4.0,12.0,1945.0,,96,,0,
"94-44 Magnolia Ct,  Ozone Park NY, 11417",11417,,,8.0,1,1,2,0,2,4.0,2,2,5,5.0,3.0,2.0,27.0,2004.0,1625.0,81,,30,
"97-07 67th Ave,  Forest Hills NY, 11375",11375,,,6.0,0,0,1,0,3,6.0,2,1,6,,1.0,5.0,28.0,1952.0,1600.0,88,1320.0,150,
"97-10 62 Dr,  Rego Park NY, 11374",11374,,,6.0,0,0,1,1,3,15.0,1,1,6,3.0,3.0,4.0,28.0,1955.0,1100.0,96,1024.0,150,
97-10 62ND DR REGO PARK NY 11374,11374,,,6.0,1,1,1,0,2,1.0,1,0,5,3.0,1.0,4.0,28.0,1955.0,1000.0,96,785.0,0,
"97-10 62nd Dr,  Rego Park NY, 11374",11374,,,6.0,1,1,1,0,2,1.0,1,0,4,3.0,3.0,4.0,28.0,1955.0,900.0,96,807.0,160,
"97-11 63 Dr,  Rego Park NY, 11374",11374,,,6.0,0,0,1,0,1,1.0,1,0,3,3.0,1.0,4.0,28.0,1959.0,775.0,93,615.0,0,
"97-37 63 Rd,  Rego Park NY, 11374",11374,,,6.0,1,1,1,0,0,15.0,1,0,3,,1.0,2.0,28.0,1964.0,,96,426.0,0,
"98-19 64 Ave,  Rego Park NY, 11374",11374,,,6.0,1,1,1,1,1,8.0,1,0,3,3.0,3.0,2.0,28.0,1949.0,800.0,94,721.0,0,
"98-20 62 Dr,  Rego Park NY, 11374",11374,,,6.0,1,1,1,0,2,15.0,1,0,4,3.0,3.0,2.0,28.0,1955.0,875.0,93,829.0,0,
"98-20 62nd Dr,  Rego Park NY, 11374",11374,,,6.0,0,0,1,0,3,,1,1,6,,3.0,4.0,28.0,1961.0,,93,1060.0,0,
"98-33 64th Rd,  Rego Park NY, 11374",11374,,,6.0,1,1,1,1,1,8.0,1,0,3,5.0,1.0,2.0,6.0,1950.0,800.0,93,601.0,169,
"98-34 63 Dr,  Rego Park NY, 11374",11374,,,6.0,1,1,1,0,1,8.0,1,0,3,5.0,3.0,2.0,28.0,1960.0,780.0,94,641.0,200,
"98-40 64th Ave,  Rego Park NY, 11374",11374,,,6.0,0,0,1,0,1,8.0,1,0,3,5.0,3.0,2.0,28.0,1960.0,,93,601.0,250,
"98-41 64 Rd,  Rego Park NY, 11374",11374,,,6.0,0,0,1,0,1,,1,0,3,5.0,3.0,4.0,28.0,1940.0,,93,613.0,0,
"98-45 57th Ave,  Corona NY, 11368",11368,,,9.0,0,0,1,0,2,6.0,1,0,6,5.0,3.0,4.0,27.0,1965.0,,90,576.0,0,
"99-05 63rd Dr,  Rego Park NY, 11374",11374,,,6.0,0,0,1,0,2,,1,0,6,4.0,3.0,2.0,28.0,1952.0,875.0,90,944.0,0,
"99-10 60 Ave,  Corona NY, 11368",11368,,,9.0,0,0,1,0,3,6.0,2,0,6,5.0,3.0,4.0,24.0,1961.0,1200.0,88,1065.0,0,
"99-10 60th Ave,  Corona NY, 11368",11368,,,9.0,0,0,1,0,3,,2,0,5,,1.0,5.0,24.0,1952.0,1300.0,88,1081.0,0,
"99-11 60 Ave, Corona NY, 11368",11368,,,9.0,0,0,1,0,2,6.0,1,1,6,4.0,3.0,4.0,24.0,1964.0,1200.0,88,849.0,0,
"99-14 59 Ave,  Corona NY, 11368",11368,,,9.0,0,0,1,0,2,6.0,1,0,5,3.0,3.0,4.0,24.0,1960.0,960.0,88,685.0,0,
"99-14 59 Ave,  Corona NY, 11368",11368,,,9.0,0,0,1,0,1,,1,0,3,5.0,1.0,2.0,24.0,1961.0,,88,415.0,0,
"99-21 67 Rd,  Forest Hills NY, 11375",11375,,,6.0,1,1,1,0,1,8.0,1,0,5,5.0,3.0,2.0,28.0,1951.0,,93,,0,
