sale_year,zone,cats_allowed,dogs_allowed,coop_condo,garage_exists,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms,dining_room_type,fuel_type,kitchen_type,community_district_num,approx_year_built,sq_footage,walk_score,maintenance_cost,parking_charges,sale_price
2016.08,2.0,0.0,0.0,1.0,0.0,1.0,5.58,1.0,0.0,4.0,5.0,3.0,5.0,25.0,1960.0,970.68,67.0,1385.0,0.0,293286.0
2016.18,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,7.0,4.52,3.0,4.0,25.0,1980.0,2050.0,58.0,1245.6,0.0,670839.98
2016.0,9.0,0.0,0.0,2.0,0.0,2.0,5.16,1.0,0.0,4.0,3.0,3.0,5.0,30.0,2009.0,650.0,95.0,171.0,0.0,494048.0
2016.2,5.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,5.0,4.3,5.0,4.0,30.0,1931.0,743.0,98.0,460.02,0.0,487392.96
2016.0,6.0,0.0,0.0,1.0,0.0,1.0,21.12,1.0,0.0,3.0,3.0,3.0,5.0,28.0,1964.0,855.6,97.0,876.0,0.0,282070.0
2016.14,8.0,0.0,0.0,1.0,0.0,1.0,5.88,1.0,0.0,3.0,5.0,2.58,4.0,28.0,1941.0,950.0,93.0,917.0,0.0,308727.0
2016.16,6.0,0.0,0.0,2.0,0.0,2.0,16.0,2.0,0.0,5.0,5.0,3.0,2.0,28.0,1987.0,870.0,96.0,511.8,0.0,527180.0
2016.32,9.0,1.0,0.0,1.0,0.0,1.0,6.12,1.0,0.0,4.0,5.0,3.0,2.0,30.0,1952.0,659.36,94.0,638.48,45.0,149730.0
2016.02,6.0,0.0,0.0,1.0,0.0,1.0,8.1,1.0,0.0,3.0,3.0,1.0,5.0,28.0,1952.0,782.5,92.0,702.0,0.0,194719.2
2016.16,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,6.0,5.0,3.0,5.0,28.0,1939.0,900.0,85.0,914.0,0.0,287910.0
2016.04,1.0,1.0,1.0,2.0,0.0,1.0,2.68,1.0,0.0,3.0,3.42,3.0,4.0,26.0,1983.0,716.04,45.0,310.38,0.0,443180.8
2016.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,3.0,3.0,2.0,26.0,1961.0,686.4,76.0,695.0,0.0,155000.0
2016.2,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,3.0,2.0,26.0,1950.0,664.92,75.0,544.0,175.0,154569.22
2016.0,9.0,1.0,1.0,2.0,0.0,2.0,6.0,1.0,0.0,4.0,3.0,3.0,2.0,30.0,1942.0,922.0,98.0,633.28,0.0,530000.0
2016.0,6.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,0.0,5.0,3.0,3.0,2.0,24.0,2008.0,941.0,88.0,660.42,0.0,482180.0
2016.12,6.0,1.0,0.0,1.0,0.0,1.0,25.0,1.0,0.0,1.0,3.0,3.0,2.0,28.0,1964.0,625.0,97.0,687.0,0.0,159370.0
2016.32,6.0,0.0,0.0,1.0,0.0,1.0,17.0,1.0,0.0,4.0,5.0,3.0,2.0,28.0,1950.0,800.0,94.0,709.0,160.0,200335.62
2016.02,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,3.92,1.0,2.0,26.0,1955.0,658.36,69.0,641.0,0.0,155720.0
2016.0,6.0,0.0,0.0,1.0,0.0,2.0,5.66,1.0,0.0,5.0,3.0,1.0,4.0,28.0,1953.0,1010.7,94.0,1072.0,0.0,304987.76
2016.0,2.0,1.0,0.0,2.0,0.0,2.0,22.0,3.0,0.0,7.0,3.0,3.0,4.0,25.0,1982.0,1419.0,82.0,1407.68,0.0,790000.0
2016.08,1.0,0.0,0.0,1.0,0.0,2.0,5.48,1.0,0.0,4.0,3.0,1.0,4.0,26.0,1955.0,850.0,75.0,731.0,80.0,227350.0
2016.0,6.0,0.0,0.0,1.0,0.0,3.0,29.0,3.0,0.0,6.0,5.0,3.0,2.0,28.0,1965.0,1588.04,92.0,1880.0,0.0,755000.0
2016.28,2.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,0.0,4.0,3.0,3.0,5.0,22.02,2007.0,1152.76,93.0,680.66,0.0,580070.0
2016.26,9.0,0.0,0.0,1.0,0.0,1.0,5.98,1.0,0.0,4.0,5.0,2.92,4.0,30.0,1938.0,948.04,99.0,732.0,0.0,454400.0
2016.06,9.0,1.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,4.0,1.0,4.0,30.0,1952.0,954.62,94.0,722.0,48.0,306717.76
2016.0,4.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,5.0,1.0,4.0,16.0,1950.0,697.2,76.0,720.0,0.0,120000.0
2016.04,2.0,1.0,0.0,1.0,0.0,1.0,8.66,1.0,0.0,3.0,3.0,1.0,2.0,25.0,1958.0,800.0,44.0,893.0,60.0,221244.8
2016.28,6.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,3.0,5.0,3.0,2.0,28.0,1960.0,583.82,93.0,601.0,250.0,151400.0
2016.08,3.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,4.0,3.0,3.0,2.0,25.0,1965.0,900.0,82.0,1000.0,35.0,313425.52
2017.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,4.0,26.0,1960.0,1169.26,70.0,1130.82,55.0,265000.0
2016.08,2.0,0.0,0.0,1.0,0.0,3.0,21.0,2.0,0.0,7.0,5.0,3.0,4.0,25.0,1969.0,1500.0,32.0,2321.0,130.0,676999.96
2016.16,9.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,6.0,5.0,3.0,4.0,27.0,1965.0,899.06,90.0,576.0,0.0,309213.76
2016.42,2.0,0.0,0.0,1.0,0.0,1.0,5.82,1.0,0.0,3.0,3.0,3.0,4.0,25.0,1956.82,657.2,94.0,632.0,0.0,172388.0
2016.26,9.0,0.0,0.0,1.0,1.0,0.0,4.94,1.0,0.0,3.0,5.0,3.0,4.0,24.0,1960.0,575.0,85.0,500.0,0.0,159648.0
2016.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,3.5,1.0,2.0,28.0,1952.0,750.0,97.0,724.0,100.0,131000.0
2016.04,5.0,1.0,1.0,1.0,0.0,3.0,8.14,1.0,0.0,5.0,3.7,3.0,4.0,30.0,1956.0,1012.14,96.0,822.0,0.0,354685.36
2016.12,2.0,1.0,0.0,1.0,0.0,2.0,5.36,1.0,0.0,4.0,3.0,3.0,2.0,25.0,1955.0,900.0,82.0,769.0,0.0,254820.0
2016.1,1.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,3.0,3.0,4.0,26.0,1952.0,821.96,78.0,815.0,0.0,226555.52
2016.26,2.0,0.0,0.0,1.0,0.0,1.0,7.7,1.0,0.0,3.0,3.0,3.0,4.0,25.0,1963.0,554.44,98.0,463.0,0.0,164868.0
2016.48,7.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,4.0,3.0,3.0,2.0,26.0,1956.0,235.0,65.0,756.0,0.0,139300.0
2016.14,6.0,0.0,0.0,2.0,0.0,2.0,13.42,2.0,0.0,4.0,3.0,5.0,4.0,28.0,1987.0,1090.44,96.0,831.98,0.0,557770.0
2016.08,2.0,0.0,0.0,2.0,0.0,2.0,4.74,2.0,0.0,4.0,5.0,3.0,5.0,25.0,2005.0,931.44,99.0,598.96,0.0,548240.0
2016.0,8.0,0.0,0.0,1.0,0.0,1.0,27.0,1.0,0.0,3.0,3.16,3.0,5.0,28.0,1960.0,761.54,91.0,794.98,0.0,185000.0
2016.0,2.0,0.0,0.0,2.0,0.0,1.0,14.0,1.0,0.0,5.0,3.14,3.0,5.0,25.0,1990.0,650.0,97.0,365.08,0.0,439000.0
2016.44,9.0,0.0,0.0,1.0,0.0,1.0,6.9,1.0,0.0,3.0,5.0,1.0,2.0,24.0,1961.0,533.04,88.0,415.0,0.0,153828.0
2016.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,6.0,5.0,3.0,2.0,25.0,1950.0,957.8,82.0,1013.0,0.0,280578.0
2016.14,6.0,0.0,0.0,1.0,1.0,3.0,7.0,2.0,0.0,8.0,4.14,3.0,2.0,29.0,1954.0,1468.9,94.0,1620.0,140.0,634430.0
2016.0,3.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,6.0,5.0,3.0,4.0,25.0,2007.0,1000.0,82.0,693.94,0.0,495000.0
2016.32,2.0,1.0,0.0,1.0,0.0,1.0,17.0,1.0,0.0,3.0,3.08,3.0,5.0,25.0,1961.0,800.0,94.0,690.0,0.0,213053.92
2016.02,6.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,4.0,1.0,4.0,28.0,1950.0,835.1,93.0,748.0,0.0,252420.0
2016.0,9.0,0.0,1.0,1.0,0.0,1.0,6.02,1.0,0.0,3.0,3.0,3.0,4.0,30.0,1930.0,930.74,99.0,641.0,0.0,402200.0
2016.42,2.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,1.0,6.0,5.0,1.0,4.0,25.0,1937.0,1200.0,90.0,951.42,0.0,411476.0
2016.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,5.0,3.8,3.0,2.0,28.0,1963.0,1138.34,91.0,1459.0,215.0,289550.0
2016.0,2.0,0.0,0.0,2.0,0.0,1.0,7.94,1.0,0.0,3.0,3.0,3.0,4.0,25.0,2016.0,477.0,86.0,329.22,0.0,293000.0
2016.2,8.0,0.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,4.0,3.0,5.0,28.0,1955.0,1166.14,82.0,1022.0,0.0,331377.0
2016.0,9.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,0.0,4.0,4.06,3.0,2.0,30.0,1953.0,700.0,77.0,703.26,100.0,115000.0
2016.14,1.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,3.0,3.0,3.0,2.0,26.0,1964.0,665.0,68.0,540.0,0.0,155565.22
2016.0,6.0,0.0,0.0,2.0,1.0,2.0,15.0,1.0,1.0,5.0,3.0,4.0,2.0,24.0,1987.0,906.0,91.0,718.3,0.0,380000.0
2016.14,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,4.0,3.0,3.0,4.0,26.0,1955.0,664.5,76.0,509.0,0.0,154698.0
2016.04,8.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,4.0,28.0,1925.0,738.74,88.0,647.0,0.0,208637.6
2016.2,8.0,0.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,5.0,4.0,3.0,5.0,28.0,1955.0,1166.14,82.0,1022.0,0.0,331377.0
2016.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,3.78,3.0,5.0,26.0,1960.0,900.0,68.0,855.0,100.0,380000.0
2016.0,6.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,4.0,5.0,3.0,4.0,28.0,1975.0,982.74,87.0,830.0,0.0,337484.32
2016.08,4.0,0.0,0.0,1.0,0.0,2.0,2.04,1.0,0.0,5.0,5.0,3.0,4.0,28.0,1948.0,1003.4,86.0,1312.0,75.0,254886.0
2016.06,6.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,5.0,1.0,2.0,28.0,1938.0,881.7,90.0,864.0,0.0,275140.0
2016.02,2.0,0.0,0.0,2.0,0.0,2.0,4.36,2.0,0.0,5.0,5.0,3.0,2.0,25.0,2006.0,971.98,94.0,603.18,0.0,540400.0
2016.02,7.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,5.0,3.0,5.0,26.0,1955.0,646.24,76.0,644.0,0.0,153420.0
2016.0,2.0,1.0,0.0,2.0,0.0,2.0,21.0,1.0,0.0,5.0,3.4,1.0,2.0,25.0,1982.0,941.62,82.0,869.72,0.0,550000.0
2016.16,9.0,1.0,1.0,1.0,0.0,1.0,5.96,1.0,0.0,4.0,5.0,3.0,5.0,30.0,1950.0,594.14,98.0,460.0,0.0,168114.0
2016.5,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,4.18,5.0,2.0,28.0,1912.0,1039.1,99.0,738.0,0.0,443560.0
2016.18,2.0,0.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,3.0,3.04,3.0,2.0,25.0,1968.0,900.0,76.0,1128.0,149.0,382615.52
2016.0,2.0,1.0,0.0,1.0,0.0,2.0,20.0,2.0,0.0,5.0,5.0,3.0,5.0,25.0,1962.0,1650.0,40.0,2047.0,133.0,575000.0
2016.04,6.0,0.0,0.0,1.0,1.0,2.0,33.0,2.0,0.0,5.0,4.98,1.0,4.0,28.0,1965.0,1419.82,99.0,1949.0,185.0,792139.92
2016.28,6.0,0.0,0.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,5.0,3.0,5.0,24.0,2010.0,1600.0,96.0,525.68,0.0,644660.0
2016.14,2.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,3.0,3.0,3.0,2.0,25.0,1989.0,500.0,96.0,278.72,0.0,309996.0
2016.1,9.0,0.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,5.0,4.0,3.0,4.0,30.0,1955.0,1150.0,99.0,914.0,0.0,373305.0
2016.0,6.0,1.0,1.0,1.0,0.0,2.0,15.0,1.0,0.0,4.0,3.0,3.0,2.0,28.0,1955.0,875.0,93.0,829.0,0.0,320227.76
2016.0,6.0,1.0,1.0,2.0,0.0,2.0,7.0,2.0,0.0,4.0,3.0,3.0,2.0,28.0,2010.0,763.0,94.0,342.38,0.0,585000.0
2016.34,2.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,5.0,3.0,4.0,25.0,2015.0,495.0,99.0,242.98,0.0,320219.76
2016.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,5.0,3.0,3.0,4.0,25.0,2007.0,850.0,80.0,477.3,0.0,405000.0
2016.02,6.0,0.0,0.0,2.0,0.0,1.0,4.46,1.0,0.0,3.0,3.0,3.0,4.0,24.0,2008.0,589.92,77.0,162.0,0.0,294077.0
2016.0,6.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,5.0,5.0,1.0,4.0,28.0,1942.0,1083.92,98.0,1059.0,0.0,479000.0
2016.0,9.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,3.0,2.0,24.0,1991.0,563.82,97.0,317.44,0.0,235000.0
2016.0,4.0,0.0,0.0,1.0,0.0,0.0,12.62,1.0,0.0,2.0,3.0,1.0,5.0,28.0,1962.0,458.42,99.0,527.0,0.0,114170.0
2016.04,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,2.0,24.0,1936.0,725.0,98.0,549.0,0.0,214587.2
2016.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,3.8,1.0,2.0,29.0,1945.0,702.0,73.0,720.0,0.0,124000.0
2017.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,0.0,5.0,5.0,3.0,4.0,26.0,1950.0,1158.82,42.0,1068.28,86.0,300000.0
2016.02,7.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,3.0,2.0,26.0,1955.0,675.84,66.0,719.0,0.0,153984.0
2016.0,4.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,3.0,3.0,1.0,2.0,28.0,1965.0,594.18,88.0,487.0,0.0,142000.0
2016.08,6.0,1.0,1.0,2.0,1.0,1.0,27.0,1.0,1.0,4.0,5.0,3.0,2.0,28.0,1992.0,914.0,94.0,819.96,0.0,452580.0
2016.04,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,5.0,28.0,1964.0,690.8,97.0,851.0,0.0,143900.0
2016.08,7.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,3.0,4.0,26.0,1950.0,764.0,55.0,723.0,0.0,199704.88
2016.24,8.0,1.0,1.0,1.0,0.0,3.0,6.0,2.0,0.0,6.0,5.0,5.0,4.0,28.0,1937.0,1305.74,90.0,1249.0,0.0,486791.0
2016.18,4.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,4.0,4.0,5.0,28.0,1958.0,550.0,97.0,530.0,0.0,139640.0
2016.12,9.0,0.0,0.0,1.0,0.0,1.0,5.46,1.0,0.0,4.0,4.28,2.12,2.0,24.0,1950.0,651.8,88.0,646.0,0.0,147070.0
2016.26,6.0,1.0,1.0,1.0,1.0,3.0,15.0,2.0,0.0,6.0,3.0,3.0,2.0,28.0,1967.0,1450.0,55.0,1700.0,0.0,689839.98
2016.1,6.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,24.0,1995.0,1120.0,92.0,788.18,0.0,424270.0
2017.0,9.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,3.0,2.02,2.0,11.0,1958.0,702.82,96.0,629.02,0.0,180000.0
2016.0,4.0,1.0,1.0,1.0,0.0,2.0,6.38,1.0,0.0,5.0,3.0,1.72,4.0,28.0,1956.0,949.1,82.0,933.0,75.0,271835.52
2016.0,2.0,0.0,0.0,2.0,0.0,2.0,8.18,2.0,0.0,5.0,3.2,3.0,2.0,25.0,2002.0,967.82,96.0,643.34,0.0,560000.0
2016.26,9.0,0.0,1.0,1.0,0.0,2.0,6.0,2.0,0.0,5.0,5.0,3.0,4.0,30.0,1939.0,1050.0,96.0,1269.0,0.0,375985.0
2016.04,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,1.0,4.0,26.0,1950.0,783.52,65.0,730.0,0.0,217472.54
2016.1,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,4.0,28.0,1950.0,700.0,92.0,745.0,110.0,141070.0
2016.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,4.0,26.0,1950.0,751.98,70.0,632.0,0.0,220000.0
2016.0,9.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,4.0,4.18,3.0,2.0,11.0,1952.0,675.0,94.0,624.84,0.0,127000.0
2016.3,4.0,0.0,0.0,1.0,0.0,2.0,12.0,1.0,0.0,5.0,3.0,3.0,4.0,12.0,1959.0,800.0,97.0,699.38,0.0,191838.8
2016.16,8.0,0.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,5.0,5.0,3.0,4.0,28.0,1936.0,1300.0,84.0,1177.0,0.0,436267.0
2016.04,9.0,0.0,0.0,2.0,0.0,1.0,4.28,1.0,0.0,4.0,3.0,3.0,2.0,25.0,1991.0,1020.0,89.0,713.98,0.0,444296.0
2016.2,2.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,4.0,5.0,1.0,4.0,25.0,1952.0,890.0,89.0,605.0,100.0,286213.28
2016.14,2.0,0.0,0.0,2.0,0.0,1.0,3.88,1.0,0.0,3.0,5.0,3.0,5.0,25.0,2016.0,622.0,89.0,205.54,0.0,399140.76
2016.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,3.0,5.0,25.0,1940.0,838.32,87.0,905.0,0.0,225000.0
2016.16,8.0,1.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,5.0,5.0,3.0,2.0,27.0,1965.0,1158.2,77.0,1007.0,15.0,437869.76
2016.42,2.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,4.0,3.0,1.0,4.0,25.0,1960.0,700.0,91.0,530.0,0.0,169672.0
2016.0,2.0,0.0,0.0,2.0,0.0,3.0,6.0,2.0,0.0,6.0,4.46,1.0,4.0,25.0,1926.0,2000.0,96.0,1709.22,0.0,830000.0
2016.42,2.0,0.0,0.0,1.0,0.0,1.0,5.82,1.0,0.0,3.0,3.0,3.0,4.0,25.0,1956.82,657.2,94.0,632.0,0.0,172388.0
2016.24,9.0,1.0,1.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,4.0,4.0,5.0,30.0,1940.0,980.0,97.0,1078.0,0.0,356093.28
2016.0,7.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,4.0,3.0,4.0,26.0,1950.0,932.02,86.0,765.0,0.0,330000.0
2016.08,1.0,0.0,0.0,1.0,0.0,1.0,16.0,1.0,0.0,3.0,3.0,2.64,2.0,26.0,1961.0,800.0,64.0,742.0,66.0,229282.98
2016.18,2.0,1.0,0.0,1.0,0.0,3.0,6.0,2.0,0.0,6.0,5.0,1.0,4.0,25.0,1960.0,1248.9,86.0,1022.0,0.0,361620.0
2016.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,5.0,3.0,2.0,26.0,1955.0,671.2,72.0,700.0,0.0,154710.0
2016.0,2.0,1.0,0.0,1.0,1.0,1.0,17.0,1.0,0.0,4.0,4.0,1.0,2.0,25.0,1970.0,940.64,76.0,1147.0,135.0,400000.0
2016.24,6.0,1.0,1.0,1.0,0.0,1.0,8.0,1.0,0.0,3.0,5.0,3.0,2.0,28.0,1960.0,780.0,94.0,641.0,200.0,206708.0
2016.06,9.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,3.0,3.0,2.0,30.0,1939.0,970.34,96.0,905.0,0.0,349420.0
2016.02,2.0,0.0,0.0,2.0,0.0,2.0,4.36,2.0,0.0,5.0,5.0,3.0,2.0,25.0,2006.0,971.98,94.0,603.18,0.0,540400.0
2016.12,6.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,7.0,5.0,3.0,2.0,28.0,1956.0,1191.6,94.0,1287.0,0.0,389074.0
2016.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,2.0,3.0,1.0,2.0,24.0,1950.0,550.0,97.0,382.0,0.0,185000.0
2016.06,6.0,0.0,0.0,1.0,0.0,1.0,6.06,1.0,0.0,4.0,3.0,3.0,4.0,28.0,1932.0,883.98,98.0,737.0,0.0,345700.0
2016.08,6.0,0.0,0.0,1.0,1.0,3.0,9.0,2.0,0.0,6.0,3.0,1.0,4.0,28.0,1951.0,1453.24,98.0,2128.0,0.0,660180.0
2016.06,2.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,4.0,3.78,3.0,2.0,26.0,1955.0,965.76,77.0,1057.0,0.0,271006.0
2016.42,9.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,3.0,5.0,3.0,4.0,30.0,1916.0,800.0,98.0,467.0,0.0,233498.4
2016.08,6.0,1.0,1.0,1.0,1.0,3.0,17.82,2.0,0.0,6.0,5.0,1.0,4.0,28.0,1960.0,1400.0,92.0,1241.0,150.0,639180.0
2016.16,2.0,0.0,0.0,1.0,1.0,1.0,16.0,1.0,0.0,4.0,3.6,3.0,5.0,25.0,1978.0,880.0,76.0,1134.0,135.0,361797.76
2016.14,2.0,1.0,0.0,1.0,1.0,2.0,21.0,2.0,0.0,4.0,3.0,1.0,4.0,25.0,1968.0,1078.0,40.0,1868.0,133.0,570171.0
2016.08,6.0,0.0,0.0,2.0,0.0,2.0,11.04,2.0,0.0,4.0,5.0,3.0,5.0,28.0,1989.0,1093.58,96.0,827.56,0.0,554690.0
2016.38,9.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0,0.0,4.0,5.0,3.0,5.0,24.0,2003.0,809.5,94.0,507.0,200.0,435905.52
2016.08,6.0,0.0,1.0,1.0,0.0,3.0,30.0,3.0,0.0,6.0,4.78,3.0,5.0,28.0,1960.0,1650.0,92.0,1750.0,145.0,741019.96
2016.04,8.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,5.0,4.72,3.0,2.0,27.0,1965.0,1140.38,74.0,948.98,0.0,475911.0
2016.0,3.0,0.0,0.0,1.0,0.0,1.0,2.06,1.0,0.0,3.0,3.0,1.0,4.0,26.0,1950.0,721.44,82.0,728.0,0.0,89000.0
2016.04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.48,3.0,2.0,26.0,1955.0,595.14,60.0,640.0,0.0,154694.0
2016.04,9.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,4.0,22.0,1939.0,750.0,99.0,820.0,0.0,199395.2
2016.0,6.0,1.0,0.0,1.0,0.0,1.0,25.0,1.0,0.0,3.0,3.0,3.0,5.0,28.0,1964.0,819.54,97.0,667.0,0.0,265000.0
2016.02,7.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,4.0,26.0,1950.0,877.98,89.0,702.0,0.0,268057.76
2016.3,2.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,2.0,3.26,1.0,2.0,25.0,1962.0,450.0,96.0,450.14,0.0,167738.0
2016.08,6.0,1.0,1.0,1.0,1.0,2.0,7.18,1.0,0.0,5.0,3.0,1.0,2.0,28.0,1950.0,983.22,92.0,929.0,120.0,348680.8
2016.16,6.0,0.0,0.0,2.0,0.0,2.0,8.02,1.0,0.0,5.0,3.0,3.0,2.0,29.0,1949.0,962.54,91.0,803.5,125.0,462719.76
2016.06,2.0,0.0,0.0,2.0,0.0,2.0,12.0,1.0,1.0,5.0,3.0,3.0,5.0,25.0,1988.0,946.96,97.0,645.1,0.0,566030.0
2016.02,2.0,0.0,0.0,2.0,1.0,2.0,5.38,2.0,0.0,4.0,3.0,3.0,5.0,26.0,1983.0,973.74,85.0,596.0,0.0,565220.0
2016.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,3.18,3.0,2.0,26.0,1952.0,704.74,68.0,687.0,0.0,176000.0
2016.14,2.0,1.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,5.0,3.76,3.0,4.0,25.0,1960.0,1300.0,69.0,1470.0,50.0,410330.0
2016.86,2.0,0.0,0.0,1.0,0.0,2.0,5.5,3.0,0.0,4.0,3.0,3.0,4.0,25.0,2011.0,2143.0,92.0,438.0,0.0,631180.0
2016.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,1.0,2.0,26.0,1947.0,731.98,84.0,630.0,0.0,179843.22
2016.06,9.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,4.0,30.0,1939.0,714.1,96.0,674.0,0.0,180638.4
2016.12,8.0,0.0,0.0,1.0,1.0,1.0,21.78,1.0,0.0,3.0,3.0,3.0,5.0,28.0,1965.0,750.0,93.0,973.0,150.0,202050.0
2016.02,9.0,0.0,0.0,2.0,0.0,1.0,5.42,1.0,0.0,3.0,3.3,3.0,4.0,30.0,1927.0,706.02,96.0,434.56,0.0,454984.0
2016.04,2.0,0.0,0.0,1.0,1.0,2.0,17.0,2.0,0.0,5.0,5.0,1.0,4.0,25.0,1970.0,1300.0,76.0,1850.0,135.0,585220.0
2016.02,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,2.0,28.0,1950.0,1000.0,88.0,1311.0,0.0,244970.0
2016.16,6.0,0.0,0.0,1.0,0.0,2.0,15.0,2.0,0.0,4.0,5.0,3.0,4.0,28.0,1965.0,1300.0,55.0,1708.0,0.0,583700.0
2016.08,6.0,0.0,0.0,1.0,0.0,3.0,6.5,2.0,0.0,8.0,4.12,3.0,4.0,28.0,1950.0,1289.72,93.0,1075.0,0.0,445197.76
